Scheme Code,Scheme Name,Fund House,Category,Latest_NAV,Return_1Y,Return_3Y,Return_5Y,Expense_Ratio,Risk_Level,AUM_Cr
119629,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,Sundaram Mutual Fund,Open Ended Schemes,21.8981,-5.42,72.36,89.99,1.05,High,34087.87
119627,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,10.23,1.78,65.03,122.36,2.37,High,44092.25
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,46.1647,3.82,70.43,71.0,1.56,High,38334.17
119626,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,11.4928,9.51,66.7,56.45,2.22,High,12203.89
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,Sundaram Mutual Fund,Open Ended Schemes,21.7644,-9.57,25.05,148.3,0.38,Moderate,28862.6
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,10.355,5.54,6.58,68.44,1.48,High,40699.81
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,45.4492,-4.3,50.39,73.45,2.48,Low,33978.59
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,11.5178,19.75,70.49,38.35,0.73,Very High,3757.36
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,12.1035,15.56,36.77,116.9,2.06,High,35088.62
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,35.6206,13.27,63.82,27.13,0.54,Moderate,20264.36
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,11.4908,-8.94,66.41,123.36,0.48,Very High,26373.3
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,13.57,27.03,61.74,35.41,1.91,Low,10746.05
133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,20.4201,11.66,62.08,98.91,2.2,Moderate,49676.01
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,23.6965,-2.83,31.0,28.94,1.17,High,47689.12
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,15.7244,25.34,54.97,59.65,0.64,Moderate,21979.06
134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,13.6824,29.31,54.7,75.19,1.24,Moderate,27961.07
126942,UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,17.637,34.38,63.15,76.74,1.07,Moderate,20297.13
140116,UTI Banking & PSU Fund - Regular Plan - Annual IDCW,UTI Mutual Fund,Open Ended Schemes,13.2793,29.93,17.83,138.24,0.78,High,28681.63
133971,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,UTI Mutual Fund,Open Ended Schemes,15.5855,21.86,53.98,47.61,0.82,Very High,35493.63
139407,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,Open Ended Schemes,15.5202,25.84,22.67,80.58,0.55,High,9576.3
136110,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,UTI Mutual Fund,Open Ended Schemes,13.4124,8.63,46.96,82.39,1.95,Moderate,25868.19
126941,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,Open Ended Schemes,15.949,4.83,35.8,60.64,0.18,Low,38616.57
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,UTI Mutual Fund,Open Ended Schemes,23.2408,26.74,74.31,60.85,2.23,Moderate,26774.63
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,121.3127,5.98,44.29,26.01,0.67,Very High,18684.77
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,119.0671,-1.66,12.52,43.94,0.12,Moderate,48365.72
124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,10.6171,17.79,55.35,83.83,0.67,Very High,3330.61
119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,12.873,-8.23,22.27,136.44,2.34,High,45268.19
124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,11.9021,12.23,64.58,77.52,0.93,High,628.92
103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,12.6516,23.33,32.99,59.8,1.55,Low,4996.13
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,Axis Mutual Fund,Open Ended Schemes,10.2348,28.2,31.16,87.79,0.76,Moderate,49127.37
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,Open Ended Schemes,10.2068,21.57,26.57,100.59,2.12,High,6431.81
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,Axis Mutual Fund,Open Ended Schemes,15.0198,25.66,57.62,112.91,1.58,Moderate,46132.59
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,Axis Mutual Fund,Open Ended Schemes,10.3641,17.91,43.43,118.25,2.27,Low,13625.57
141588,Axis Corporate Bond Fund - Direct Plan Growth,Axis Mutual Fund,Open Ended Schemes,19.2523,-5.96,7.79,127.84,1.78,Moderate,15698.11
141589,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,Axis Mutual Fund,Open Ended Schemes,10.2347,26.25,18.43,58.11,0.35,High,5392.56
141594,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,Open Ended Schemes,10.2033,34.13,52.27,97.74,0.68,High,35481.5
141595,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,Axis Mutual Fund,Open Ended Schemes,13.9724,26.87,68.69,78.47,2.3,Very High,39103.13
141592,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,Axis Mutual Fund,Open Ended Schemes,10.2461,-4.49,34.11,27.69,1.1,Moderate,30941.54
141593,Axis Corporate Bond Fund - Regular Plan Growth,Axis Mutual Fund,Open Ended Schemes,18.085,11.06,5.95,30.35,2.11,Very High,35933.05
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.5008,10.52,50.79,138.58,0.58,Moderate,23819.41
135916,BANDHAN Corporate Bond Fund - Direct Growth,Bandhan Mutual Fund,Open Ended Schemes,21.0772,32.1,34.64,117.56,0.45,High,12679.89
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.8211,25.08,40.1,122.62,1.51,Low,40764.41
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.5474,-9.74,17.67,129.15,2.35,Very High,899.39
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,Bandhan Mutual Fund,Open Ended Schemes,13.9835,25.64,61.94,64.37,2.49,Very High,48672.04
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.8996,16.97,58.18,124.64,0.6,High,14428.45
139204,BANDHAN Corporate Bond Fund - Regular Annual IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.484,-9.42,34.13,58.72,1.08,Low,7652.03
135914,BANDHAN Corporate Bond Fund - Regular Growth,Bandhan Mutual Fund,Open Ended Schemes,20.4035,12.09,27.78,96.03,2.41,High,17828.81
139203,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,Bandhan Mutual Fund,Open Ended Schemes,11.1882,3.11,71.12,105.12,0.38,Moderate,18542.8
139202,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.803,17.2,43.72,113.91,2.2,Very High,48521.54
135915,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,Bandhan Mutual Fund,Open Ended Schemes,13.7546,-8.28,24.02,20.0,1.39,Low,46093.88
139205,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,Bandhan Mutual Fund,Open Ended Schemes,10.9245,20.08,22.37,135.55,1.87,Very High,42249.36
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,12.1662,10.44,41.83,102.54,0.1,Moderate,2423.48
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,33.7983,-6.23,17.11,90.35,0.95,Moderate,27608.7
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.4075,-2.18,9.77,43.21,1.13,Moderate,11998.32
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.5131,24.39,15.57,48.71,1.21,Very High,47086.72
150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,12.4653,-1.73,67.62,50.91,1.72,Moderate,40981.99
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,31.0983,-1.59,74.29,21.66,0.75,Low,12879.69
150238,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.6218,21.0,32.96,60.0,1.88,High,12936.87
150239,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.764,16.39,64.88,46.18,0.35,Low,35876.38
150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,12.0874,-6.91,42.39,12.78,0.44,High,43803.63
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,29.2015,5.07,56.5,19.85,0.25,Moderate,8064.92
150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.4526,-4.61,44.97,57.51,0.78,Low,26732.59
150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,Baroda BNP Paribas Mutual Fund,Open Ended Schemes,10.5257,27.93,33.69,67.44,0.56,High,46125.47
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,24.4982,10.08,45.86,83.22,0.26,Moderate,24946.76
126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,12.3948,9.57,21.8,143.28,2.17,Moderate,19454.45
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,22.7182,-3.74,71.68,73.67,2.29,Low,18170.17
126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,11.5179,-7.24,25.68,83.34,1.38,High,41877.91
144646,DSP Corporate Bond Fund - Direct - Growth,DSP Mutual Fund,Open Ended Schemes,17.2504,1.94,70.6,46.19,0.84,Moderate,16016.25
144647,DSP Corporate Bond Fund - Direct - IDCW,DSP Mutual Fund,Open Ended Schemes,11.4656,17.92,7.51,144.23,2.15,Moderate,7864.73
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,DSP Mutual Fund,Open Ended Schemes,10.6091,13.55,33.6,84.78,0.88,High,22279.48
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,DSP Mutual Fund,Open Ended Schemes,11.3937,25.54,66.98,133.75,0.96,Low,9501.3
144644,DSP Corporate Bond Fund - Regular - Growth,DSP Mutual Fund,Open Ended Schemes,16.9127,15.25,69.87,74.79,0.3,High,37383.08
144650,DSP Corporate Bond Fund - Regular - IDCW,DSP Mutual Fund,Open Ended Schemes,11.4357,-0.29,29.36,81.15,0.85,Moderate,47595.1
144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly,DSP Mutual Fund,Open Ended Schemes,10.5847,22.25,73.55,123.28,0.23,Low,31959.37
144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,DSP Mutual Fund,Open Ended Schemes,10.7429,-8.38,13.44,137.01,1.04,High,30341.57
119289,Franklin India Corporate Debt Fund - Direct - Bonus,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,-2.31,18.49,119.39,1.32,Moderate,31685.61
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,Franklin Templeton Mutual Fund,Open Ended Schemes,114.9639,5.72,6.85,57.6,1.42,Very High,18104.8
100528,Franklin India Corporate Debt Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,105.6091,12.25,61.28,136.62,1.41,Moderate,26930.1
100532,Franklin India Corporate Debt Fund - Monthly Bonus,Franklin Templeton Mutual Fund,Open Ended Schemes,0.0,10.67,38.09,71.67,1.75,Low,946.78
100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,16.8559,24.41,44.77,117.23,0.95,High,11998.51
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,18.9199,34.15,63.45,127.14,0.66,Very High,11908.28
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,14.8338,31.1,24.44,50.91,1.72,Very High,10359.89
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,16.9594,30.23,52.01,46.53,1.81,Moderate,6212.98
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,13.5576,10.91,5.14,30.33,1.72,Moderate,19280.47
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,12.5686,9.42,8.63,53.91,0.73,Low,44818.03
100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,15.1954,17.0,43.24,35.28,1.35,High,49849.24
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,11.9707,24.17,11.8,60.87,1.53,High,3090.79
113070,HDFC Corporate Bond Fund - Growth Option,HDFC Mutual Fund,Open Ended Schemes,34.2886,22.13,55.68,98.24,2.07,Moderate,21157.55
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,35.1255,18.52,63.75,112.01,1.3,High,21925.4
132848,HDFC Corporate Bond Fund - IDCW Option,HDFC Mutual Fund,Open Ended Schemes,20.7572,-8.09,35.34,127.69,1.67,High,37380.01
132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,21.5224,33.87,28.0,82.5,0.41,Moderate,43535.52
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,HDFC Mutual Fund,Open Ended Schemes,10.5519,31.0,52.45,134.78,1.6,Moderate,44469.74
118986,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,HDFC Mutual Fund,Open Ended Schemes,10.4449,31.7,24.31,135.31,0.72,Moderate,30796.57
151000,HSBC Corporate Bond Fund - Direct Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,11.7341,33.94,52.56,109.11,0.67,Very High,4615.14
150996,HSBC Corporate Bond Fund - Direct Growth,HSBC Mutual Fund,Open Ended Schemes,82.6103,25.11,20.7,145.58,2.08,Very High,39086.9
150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,HSBC Mutual Fund,Open Ended Schemes,11.249,16.62,59.69,103.6,2.07,Moderate,15624.4
150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,19.9672,24.77,45.53,77.02,0.93,High,14108.1
151001,HSBC Corporate Bond Fund - Regular Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,11.4483,25.79,68.41,70.71,1.39,High,38464.06
150992,HSBC Corporate Bond Fund - Regular Growth,HSBC Mutual Fund,Open Ended Schemes,77.3411,15.04,62.07,84.69,0.38,Very High,45361.69
150993,HSBC Corporate Bond Fund - Regular Quarterly IDCW,HSBC Mutual Fund,Open Ended Schemes,10.8331,-6.12,33.08,147.33,1.43,Moderate,24939.25
150994,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,HSBC Mutual Fund,Open Ended Schemes,16.6504,7.9,54.29,39.75,1.43,High,43566.32
150995,HSBC Corporate Bond Fund -Regular Plan - Bonus,HSBC Mutual Fund,Open Ended Schemes,29.3783,13.91,66.16,68.7,0.17,Moderate,29210.46
130947,ICICI Prudential Corporate Bond Fund - Bonus,ICICI Prudential Mutual Fund,Open Ended Schemes,14.9782,2.38,23.96,11.62,1.36,Moderate,29986.99
111988,ICICI Prudential Corporate Bond Fund - Daily IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.1065,33.37,13.54,17.18,2.17,Moderate,3777.55
120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.1008,4.54,55.5,32.94,0.7,High,23270.59
120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,12.1669,-4.86,58.68,107.34,1.12,High,33041.69
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,33.3311,-4.64,63.15,79.18,0.66,Moderate,4758.36
131152,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Open Ended Schemes,12.8827,34.08,38.55,32.81,2.48,Low,9396.74
120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.4033,32.5,6.63,113.23,0.53,Low,26980.12
120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,15.6727,3.4,5.1,52.49,1.38,Low,36633.29
120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2332,13.46,40.82,60.37,1.52,High,3789.36
111990,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2243,-6.15,61.74,121.57,0.63,High,47618.72
111987,ICICI Prudential Corporate Bond Fund - Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,31.7524,9.59,10.56,23.52,1.71,High,35050.6
131151,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,ICICI Prudential Mutual Fund,Open Ended Schemes,12.6555,31.21,66.14,37.54,1.02,Moderate,1076.51
111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.5587,-1.71,8.12,119.6,0.14,Very High,6075.16
111982,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0277,31.85,65.92,109.36,0.18,High,5012.29
111985,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.077,13.1,27.82,47.7,1.03,Low,5661.9
111989,ICICI Prudential Corporate Bond Fund - Weekly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,10.304,2.54,24.57,73.29,1.52,Very High,28290.62
111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,ICICI Prudential Mutual Fund,Open Ended Schemes,11.3281,12.52,60.99,141.92,2.11,Low,12929.21
111976,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.0275,4.68,56.96,139.45,0.43,Low,13057.92
111978,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.3041,31.06,66.68,88.31,1.67,Moderate,7372.02
111972,ICICI Prudential Corporate Bond Fund Retail Growth,ICICI Prudential Mutual Fund,Open Ended Schemes,22.7853,12.27,63.88,146.15,1.61,Moderate,45890.23
111979,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.3008,15.01,73.2,89.26,0.35,High,11927.23
111980,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.9335,3.76,66.23,102.39,2.27,Moderate,47862.57
111977,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,ICICI Prudential Mutual Fund,Open Ended Schemes,10.2202,1.61,22.96,111.97,0.93,Low,25180.35
120500,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),Invesco Mutual Fund,Open Ended Schemes,1238.6944,13.43,39.99,61.9,2.43,Moderate,19431.87
120499,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),Invesco Mutual Fund,Open Ended Schemes,3606.8725,-5.78,47.59,124.1,2.25,Moderate,49996.62
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,Invesco Mutual Fund,Open Ended Schemes,3605.7208,21.39,49.35,43.66,1.07,High,30380.92
